Id	HGNC_symbol	Status	HGNC_ID	HGNC_name	GeneID	UniProt_AC	UniProt_ID	Domain	MGI_symbol	MGI_ID	UniProt_AC_Mm	UniProt_ID_Mm	GeneTag	GeneDesc	Function	Modification	PMID_function	Complex_name	Target	Specific_target	Product	UniProt_ID_target	PMID_target
66	BCOR	none	20893	BCL6 corepressor	54880	Q6W2J9	BCOR_HUMAN	"Ank_2 PF12796 1460-1560, Pfam-B_11277 PB011277 41-289, Pfam-B_26758 PB026758 300-329, Pfam-B_27995 PB027995 1241-1359, Pfam-B_30654 PB030654 1361-1419, Pfam-B_5207 PB005207 421-1239"	Bcor	1918708	Q8CGN4	BCOR_MOUSE	ANKRD	Ankyrin repeat domain containing	Polycomb group (PcG) protein	none	16943429	BCOR	none	none	none	none	16943429
67	BCORL1	none	25657	BCL6 corepressor-like 1	63035	Q5H9F3	BCORL_HUMAN	"Ank_2 PF12796 1410-1486 1426-1519, Pfam-B_1109 PB001109 110-149, Pfam-B_16739 PB016739 560-637, Pfam-B_20248 PB020248 740-800, Pfam-B_31169 PB031169 1-76, Pfam-B_8912 PB008912 383-533"	Bcorl1	2443910	A2AQH4	BCORL_MOUSE	ANKRD	Ankyrin repeat domain containing	Histone modification erase cofactor	Histone deacetylation	"23523425, 17379597"	BCOR	histone	H3K36me2	none	none	23523425
68	BMI1	none	1066	"BMI1 proto-oncogene, polycomb ring finger"	648	P35226	BMI1_HUMAN	zf-C3HC4 PF00097 18-56	Bmi1	88174	P25916	BMI1_MOUSE	"RNF, PCGF"	"RING-type (C3HC4) zinc fingers, Polycomb group ring fingers"	Polycomb group (PcG) protein	none	15386022	PRC1	none	none	none	none	15386022
69	BPTF	none	3581	bromodomain PHD finger transcription factor	2186	Q12830	BPTF_HUMAN	"Bromodomain PF00439 2936-3019, DDT PF02791 240-300, PHD PF00628 392-437 2869-2918, Pfam-B_14861 PB014861 2113-2229, Pfam-B_26081 PB026081 91-205, Pfam-B_911 PB000911 1922-2111, Pfam-B_94218 PB094218 1-89, WHIM1 PF15612 339-388"	Bptf	2444008	none	none	PHF	"Zinc fingers, PHD-type"	Chromatin remodeling	none	18974875	NuRF	chromatin	none	none	none	18974875
70	BRCA1	none	1100	"breast cancer 1, early onset"	672	P38398	BRCA1_HUMAN	"BRCT PF00533 1648-1723 1756-1842, BRCT_assoc PF12820 344-508, EIN3 PF04873 648-978, Pfam-B_17893 PB017893 1404-1493, zf-C3HC4 PF00097 24-64"	Brca1	104537	P48754	BRCA1_MOUSE	"RNF, PPP1R"	"RING-type (C3HC4) zinc fingers, Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits"	"Histone modification write cofactor, TF"	"Histone acetylation, Histone methylation, Histone ubiquitination, TF activator, TF repressor"	20820192	"BRCC, BRCA1-A"	DNA	DNA motif	none	none	20820192
71	BRCA2	none	1101	"breast cancer 2, early onset"	675	P51587	BRCA2_HUMAN	"BRCA-2_OB1 PF09103 2670-2800, BRCA-2_OB3 PF09104 3052-3190, BRCA-2_helical PF09169 2479-2667, BRCA2 PF00634 1002-1036 1212-1246 1421-1455 1517-1551 1664-1698 1837-1871 1971-2005 2051-2085, Pfam-B_13057 PB013057 2141-2448, Pfam-B_47717 PB047717 2449-2478, Pfam-B_8258 PB008258 651-989, Tower PF09121 2831-2872"	Brca2	109337	P97929	BRCA2_MOUSE	FANC	"Fanconi anemia, complementation groups"	Histone modification write	Histone acetylation	9619837	BRCC	"histone, DNA"	"H3, H4, ssDNA"	none	none	9619837
72	BRCC3	none	24185	"BRCA1/BRCA2-containing complex, subunit 3"	79184	P46736	BRCC3_HUMAN	JAB PF01398 7-148	Brcc3	2389572	P46737	BRCC3_MOUSE	none	none	Histone modification erase	Histone deubiquitination	19202061	"BRISC, BRCA1-A"	histone	"H2AK63, H2AXK63"	"H2A, H2AX"	none	19202061
73	BRD1	none	1102	bromodomain containing 1	23774	O95696	BRD1_HUMAN	"Bromodomain PF00439 571-654, EPL1 PF10513 46-196, PHD_2 PF13831 228-262, PWWP PF00855 927-1042, zf-HC5HC2H_2 PF13832 269-388"	Brd1	1924161	none	none	none	none	Histone modification read	none	21720545	MOZ/MORF	histone	"H3K36me3, H3"	none	none	21720545
74	BRD2	none	1103	bromodomain containing 2	6046	P25440	BRD2_HUMAN	"Bromodomain PF00439 84-168 353-441, Pfam-B_12618 PB012618 624-776, Pfam-B_14336 PB014336 541-613"	Brd2	99495	Q7JJ13	BRD2_MOUSE	none	none	Histone modification read	none	18406326	none	histone	"H3K9me2, H3K14me2, H4K5ac, H4K12ac"	none	none	18406326
75	BRD3	none	1104	bromodomain containing 3	8019	Q15059	BRD3_HUMAN	Bromodomain PF00439 42-128 315-403	Brd3	1914632	Q8K2F0	BRD3_MOUSE	none	none	Histone modification read	none	18406326	none	histone	"H3K9me2, H3K14me2, H4K5ac, H4K12ac"	none	none	18406326
76	BRD4	none	13575	bromodomain containing 4	23476	O60885	BRD4_HUMAN	"Bromodomain PF00439 67-152 357-445, Pfam-B_14896 PB014896 1187-1263, Pfam-B_15118 PB015118 509-647, Pfam-B_18611 PB018611 648-667, Pfam-B_24632 PB024632 833-892, Pfam-B_29595 PB029595 1283-1311, Pfam-B_35798 PB035798 1136-1185, Pfam-B_361 PB000361 1324-1357"	Brd4	1888520	Q9ESU6	BRD4_MOUSE	none	none	Histone modification read	none	12840145	none	histone	"H3K9, H3K14, H4K5, H4K12"	none	none	12840145
77	BRD7	none	14310	bromodomain containing 7	29117	Q9NPI1	BRD7_HUMAN	"Bromodomain PF00439 140-223, DUF3512 PF12024 286-534, Pfam-B_1543 PB001543 591-649, Pfam-B_64177 PB064177 1-49"	Brd7	1349766	O88665	BRD7_MOUSE	none	none	Histone modification read	none	17498659	SWI/SNF BRM-BRG1	histone	"H3K9ac, H3K14ac, H3K8ac"	none	none	17498659
78	BRD8	none	19874	bromodomain containing 8	10902	Q9H0E9	BRD8_HUMAN	"Bromodomain PF00439 713-799 1112-1195, Pfam-B_19676 PB019676 1-69, Pfam-B_55933 PB055933 71-109"	Brd8	1925906	Q8R3B7	BRD8_MOUSE	none	none	Histone modification read	none	14966270	"SWR, NuA4, NuA4-related complex"	histone	none	none	none	14966270
79	BRD9	none	25818	bromodomain containing 9	65980	Q9H8M2	BRD9_HUMAN	"Bromodomain PF00439 143-228, DUF3512 PF12024 268-505, Pfam-B_8260 PB008260 511-595"	Brd9	2145317	Q3UQU0	BRD9_MOUSE	none	none	Histone modification read	none	22464331	SWI/SNF BRM-BRG1	histone	H3	none	none	22464331
80	BRDT	none	1105	"bromodomain, testis-specific"	676	Q58F21	BRDT_HUMAN	"Bromodomain PF00439 36-121 276-364, Pfam-B_11430 PB011430 710-791"	Brdt	1891374	Q91Y44	BRDT_MOUSE	none	none	Histone modification read	none	22901802	none	histone	"H4K5ac, H4K8ac"	none	none	22901802
81	BRE	none	1106	brain and reproductive organ-expressed (TNFRSF1A modulator)	9577	Q9NXR7	BRE_HUMAN	BRE PF06113 1-333	Bre	1333875	Q8K3W0	BRE_MOUSE	none	none	Histone modification write cofactor	Histone ubiquitination	14636569	"BRISC, BRCC, BRCA1-A"	histone	none	none	none	14636569
82	BRMS1	none	17262	breast cancer metastasis suppressor 1	25855	Q9HCU9	BRMS1_HUMAN	Sds3 PF08598 58-229	Brms1	2388804	Q99N20	BRMS1_MOUSE	none	none	Chromatin remodeling	none	17000776	mSin3A	chromatin	none	none	none	17000776
83	BRMS1L	none	20512	breast cancer metastasis-suppressor 1-like	84312	Q5PSV4	BRM1L_HUMAN	Sds3 PF08598 59-227	Brms1l	1196337	Q3U1T3	BRM1L_MOUSE	none	none	Histone modification erase	Histone deacetylation	15451426	mSin3A	histone	none	none	none	15451426
84	BRPF1	none	14255	"bromodomain and PHD finger containing, 1"	7862	P55201	BRPF1_HUMAN	"Bromodomain PF00439 637-720, EPL1 PF10513 105-255, PHD_2 PF13831 287-321, PWWP PF00855 1083-1198, zf-HC5HC2H_2 PF13832 328-447"	Brpf1	1926033	none	none	none	none	Histone modification read	none	20400950	MOZ/MORF	histone	H3K36me3	none	none	20400950
85	BRPF3	none	14256	"bromodomain and PHD finger containing, 3"	27154	Q9ULD4	BRPF3_HUMAN	"Bromodomain PF00439 598-681, EPL1 PF10513 47-194, PHD_2 PF13831 226-260, PWWP PF00855 1074-1189, Pfam-B_5327 PB005327 751-829, zf-HC5HC2H_2 PF13832 267-386"	Brpf3	2146836	none	none	none	none	Histone modification write cofactor	Histone acetylation	18794358	MOZ/MORF	histone	none	none	none	18794358
86	BRWD1	none	12760	bromodomain and WD repeat domain containing 1	54014	Q9NSI6	BRWD1_HUMAN	"Bromodomain PF00439 1166-1252 1322-1405, Pfam-B_18973 PB018973 859-924, Pfam-B_22078 PB022078 2089-2186, Pfam-B_27858 PB027858 1900-2087, Pfam-B_71 PB000071 2238-2318, Pfam-B_8184 PB008184 1821-1898, WD40 PF00400 177-214 218-256 260-302 358-396 458-497"	Brwd1	1890651	Q921C3	BRWD1_MOUSE	WDR	WD repeat domain containing	Histone modification read	none	22464331	none	histone	H3	none	none	22464331
87	BRWD3	none	17342	bromodomain and WD repeat domain containing 3	254065	Q6RI45	BRWD3_HUMAN	"Bromodomain PF00439 1147-1233 1345-1418, Pfam-B_12397 PB012397 1669-1710, Pfam-B_2569 PB002569 9-97, WD40 PF00400 171-208 212-250 254-296 352-392 455-494 507-540"	Brwd3	3029414	A2AHJ4	BRWD3_MOUSE	WDR	WD repeat domain containing	Histone modification read	none	22464331	none	histone	H3	none	none	22464331
88	BUB1	none	1148	BUB1 mitotic checkpoint serine/threonine kinase	699	O43683	BUB1_HUMAN	"Mad3_BUB1_I PF08311 4-126, Pkinase PF00069 787-1033"	Bub1	1100510	O08901	BUB1_MOUSE	none	none	Histone modification write	Histone phosphorylation	20929775	none	histone	H2AS121	H2AS121ph	none	20929775
89	C11orf30	New	18071	chromosome 11 open reading frame 30	56946	Q7Z589	EMSY_HUMAN	"ENT PF03735 16-88, Pfam-B_10468 PB010468 695-833, Pfam-B_10943 PB010943 985-1113"	2210018M11Rik	1924203	Q8BMB0	EMSY_MOUSE	none	none	Histone modification write cofactor	Histone methylation	19131338	none	histone	none	none	none	none
90	C14orf169	none	20968	none	79697	Q9H6W3	NO66_HUMAN	"Cupin_4 PF08007 215-557, Pfam-B_41208 PB041208 71-139, Pfam-B_47541 PB047541 1-69"	-	-	Q9JJF3	NO66_MOUSE	none	none	Histone modification erase	Histone methylation	23160351	none	histone	"H3K4me3, H3K4me1, H3K36me2"	"H3K4me2, H3K4, H3K36me1"	none	23160351
91	C17orf49	none	28737	chromosome 17 open reading frame 49	124944	Q8IXM2	BAP18_HUMAN	none	0610010K14Rik	1915609	Q9DCT6	BAP18_MOUSE	none	none	Histone modification read	none	20850016	"CHD8, MLL2/3, MLL4/WBP7"	histone	H3K4me3	none	none	20850016
92	CARM1	none	23393	coactivator-associated arginine methyltransferase 1	10498	Q86X55	CARM1_HUMAN	"CARM1 PF11531 26-139, PRMT5 PF05185 143-446, Pfam-B_10255 PB010255 449-469, Pfam-B_13059 PB013059 511-606"	Carm1	1913208	Q9WVG6	CARM1_MOUSE	PRMT	Protein arginine methyltransferases	Histone modification write	Histone methylation	12237300	none	histone	H3R17	"H3R17me, H3R17me2a"	none	"16497732, 19405910"
93	CBX1	none	1551	chromobox homolog 1	10951	P83916	CBX1_HUMAN	"Chromo PF00385 21-70, Chromo_shadow PF01393 115-172"	Cbx1	105369	P83917	CBX1_MOUSE	none	none	Histone modification read	none	21047797	none	histone	"H3K9me3, H3K27me3"	none	none	21047797
94	CBX2	none	1552	chromobox homolog 2	84733	Q14781	CBX2_HUMAN	"Chromo PF00385 12-61, Pfam-B_1400 PB001400 249-295"	Cbx2	88289	P30658	CBX2_MOUSE	none	none	Histone modification read	none	21047797	PRC1	histone	"H3K9me3, H3K27me3"	none	none	21047797
95	CBX3	none	1553	chromobox homolog 3	11335	Q13185	CBX3_HUMAN	"Chromo PF00385 30-79, Chromo_shadow PF01393 119-176"	Cbx3	108515	P23198	CBX3_MOUSE	none	none	Histone modification read	none	21047797	"RING2-L3MBTL2, L3MBTL1"	histone	H3K9me3	none	none	21047797
96	CBX4	none	1554	chromobox homolog 4	8535	O00257	CBX4_HUMAN	"Chromo PF00385 11-60, Pfam-B_16393 PB016393 481-531, Pfam-B_26041 PB026041 401-479, Pfam-B_8537 PB008537 82-281"	Cbx4	1195985	O55187	CBX4_MOUSE	none	none	Histone modification read	none	21047797	PRC1	histone	H3K9me3	none	none	21047797
97	CBX5	none	1555	chromobox homolog 5	23468	P45973	CBX5_HUMAN	"Chromo PF00385 20-69, Chromo_shadow PF01393 119-176"	Cbx5	109372	Q61686	CBX5_MOUSE	none	none	Histone modification read	none	21047797	none	histone	"H3K9me, H3K27me3"	none	none	21047797
98	CBX6	none	1556	chromobox homolog 6	23466	O95503	CBX6_HUMAN	"Chromo PF00385 11-60, Pfam-B_41557 PB041557 291-379, Pfam-B_49897 PB049897 381-410"	Cbx6	3512628	Q9DBY5	CBX6_MOUSE	none	none	Histone modification read	none	21047797	PRC1	histone	"H3K9me3, H3K27me3"	none	none	21047797
99	CBX7	none	1557	chromobox homolog 7	23492	O95931	CBX7_HUMAN	Chromo PF00385 11-60	Cbx7	1196439	Q8VDS3	CBX7_MOUSE	none	none	Histone modification read	none	21047797	PRC1	histone	"H3K9me3, H3K27me3"	none	none	21047797
100	CBX8	none	15962	chromobox homolog 8	57332	Q9HC52	CBX8_HUMAN	Chromo PF00385 11-60	Cbx8	1353589	Q9QXV1	CBX8_MOUSE	none	none	Histone modification read	none	21047797	PRC1	histone	"H3K9me3, H3K27me3"	none	none	21047797
101	CCDC101	none	25156	coiled-coil domain containing 101	112869	Q96ES7	SGF29_HUMAN	DUF1325 PF07039 157-289	Ccdc101	1922815	Q9DA08	SGF29_MOUSE	none	none	Histone modification read	none	21685874	ATAC	histone	"H3K4me, H3K4me3"	none	none	21685874
102	CDC6	New	1744	cell division cycle 6	990	Q99741	CDC6_HUMAN	"AAA_22 PF13401 190-322, Cdc6_C PF09079 465-545"	Cdc6	1345150	O89033	CDC6_MOUSE	none	none	Chromatin remodeling	none	22358331	none	chromatin	none	none	none	none
103	CDC73	New	16783	cell division cycle 73	79577	Q6P1J9	CDC73_HUMAN	CDC73 PF05179 233-525	Cdc73	2384876	Q8JZM7	CDC73_MOUSE	none	none	Histone modification write cofactor	Histone methylation	none	none	histone	none	none	none	none
104	CDK1	none	1722	cyclin-dependent kinase 1	983	P06493	CDK1_HUMAN	Pkinase PF00069 4-287	Cdk1	88351	P11440	CDK1_MOUSE	CDK	Cyclin-dependent kinases	Histone modification write	Histone phosphorylation	22509284	none	histone	H1	H1ph	none	22509284
105	CDK17	none	8750	cyclin-dependent kinase 17	5128	Q00537	CDK17_HUMAN	Pkinase PF00069 192-473	Cdk17	97517	Q8K0D0	CDK17_MOUSE	CDK	Cyclin-dependent kinases	Histone modification write	Histone phosphorylation	none	none	histone	H1	none	none	none
106	CDK2	none	1771	cyclin-dependent kinase 2	1017	P24941	CDK2_HUMAN	Pkinase PF00069 4-286	Cdk2	104772	P97377	CDK2_MOUSE	CDK	Cyclin-dependent kinases	Histone modification write	Histone phosphorylation	15753125	none	histone	"H1S, H1T"	"H1Sph, H1Tph"	none	15753125
107	CDK3	none	1772	cyclin-dependent kinase 3	1018	Q00526	CDK3_HUMAN	Pkinase PF00069 4-286	Cdk3-ps	1916931	Q80YP0	CDK3_MOUSE	CDK	Cyclin-dependent kinases	Histone modification write	Histone phosphorylation	none	none	histone	H1	none	none	none
108	CDK5	none	1774	cyclin-dependent kinase 5	1020	Q00535	CDK5_HUMAN	Pkinase PF00069 4-286	Cdk5	101765	P49615	CDK5_MOUSE	CDK	Cyclin-dependent kinases	Histone modification write	Histone phosphorylation	19729834	none	histone	H1	none	none	19729834
109	CDK7	none	1778	cyclin-dependent kinase 7	1022	P50613	CDK7_HUMAN	"Pfam-B_20206 PB020206 301-344, Pkinase PF00069 12-295"	Cdk7	102956	Q03147	CDK7_MOUSE	"CDK, TFIIH"	"Cyclin-dependent kinases, General transcription factor IIH complex subunits"	Histone modification write	Histone phosphorylation	10722743	none	histone	H1	none	none	10722743
110	CDK9	New	1780	cyclin-dependent kinase 9	1025	P50750	CDK9_HUMAN	Pkinase PF00069 19-315	Cdk9	1328368	Q99J95	CDK9_MOUSE	CDK	Cyclin-dependent kinases	Histone modification cofactor	none	19844166	none	histone	none	none	none	none
111	CDY1	none	1809	"chromodomain protein, Y-linked, 1"	9085	Q9Y6F8	CDY1_HUMAN	"Chromo PF00385 6-57, ECH PF00378 287-535, Pfam-B_51834 PB051834 101-148"	none	none	none	none	none	none	Histone modification write	Histone acetylation	12072557	none	histone	H4	none	none	12072557
112	CDY1B	none	23920	"chromodomain protein, Y-linked, 1B"	253175	Q9Y6F8	CDY1_HUMAN	"Chromo PF00385 6-57, ECH PF00378 287-535, Pfam-B_51834 PB051834 101-148"	none	none	none	none	none	none	Histone modification write	Histone acetylation	12072557	none	histone	H4	none	none	12072557
113	CDY2A	none	1810	"chromodomain protein, Y-linked, 2A"	9426	Q9Y6F7	CDY2_HUMAN	"Chromo PF00385 6-57, ECH PF00378 288-536, Pfam-B_51834 PB051834 101-149"	none	none	none	none	none	none	Histone modification write	Histone acetylation	none	none	histone	none	none	none	none
114	CDY2B	New	23921	"chromodomain protein, Y-linked, 2B"	203611	Q9Y6F7	CDY2_HUMAN	"Chromo PF00385 6-57, ECH PF00378 288-536, Pfam-B_51834 PB051834 101-149"	none	none	none	none	none	none	Histone modification write	Histone acetylation	22498752	none	histone	none	none	none	none
115	CDYL	none	1811	"chromodomain protein, Y-like"	9425	Q9Y232	CDYL1_HUMAN	"Chromo PF00385 61-112, ECH PF00378 345-593, Pfam-B_14969 PB014969 136-234"	Cdyl	1339956	Q9WTK2	CDYL_MOUSE	none	none	Histone modification write	Histone acetylation	12072557	none	histone	H4	none	none	12072557
116	CDYL2	none	23030	"chromodomain protein, Y-like 2"	124359	Q8N8U2	CDYL2_HUMAN	"Chromo PF00385 7-57, ECH PF00378 253-501"	Cdyl2	1923046	Q9D5D8	CDYL2_MOUSE	none	none	Histone modification read	none	23455924	none	histone	H3K9me3	none	none	21774827
117	CECR2	none	1840	"cat eye syndrome chromosome region, candidate 2"	27443	Q9BXF3	CECR2_HUMAN	"Bromodomain PF00439 443-526, Pfam-B_13010 PB013010 1-329, Pfam-B_18245 PB018245 800-968, Pfam-B_20164 PB020164 331-419"	Cecr2	1923799	none	none	none	none	Histone modification read	none	22464331	"CERF, CERF"	histone	"H2A, H3"	none	none	22464331
118	CENPC	none	1854	centromere protein C	1060	Q03188	CENPC_HUMAN	"CENP-C_C PF11699 856-940, CENP-C_mid PF15620 296-552, CENP_C_N PF15622 7-292"	Cenpc1	99700	P49452	CENPC_MOUSE	none	none	DNA modification	DNA methylation	19482874	none	DNA	C	5mC	none	19482874
119	CHAF1A	none	1910	"chromatin assembly factor 1, subunit A (p150)"	10036	Q13111	CAF1A_HUMAN	"CAF-1_p150 PF11600 266-479, CAF1-p150_C2 PF15539 665-956, CAF1-p150_N PF15557 1-229, CAF1A PF12253 557-635"	Chaf1a	1351331	Q9QWF0	CAF1A_MOUSE	none	none	Chromatin remodeling	none	7600578	CAF-1	histone	"H3, H4"	none	none	7600578
120	CHAF1B	none	1911	"chromatin assembly factor 1, subunit B (p60)"	8208	Q13112	CAF1B_HUMAN	"CAF-1_p60_C PF15512 381-558, WD40 PF00400 10-45 57-94 119-157 161-199 339-372"	Chaf1b	1314881	Q9D0N7	CAF1B_MOUSE	WDR	WD repeat domain containing	Chromatin remodeling	none	7600578	"WINAC, CAF-1"	histone	"H3, H4"	none	none	7600578
121	CHD1	none	1915	chromodomain helicase DNA binding protein 1	1105	O14646	CHD1_HUMAN	"Chromo PF00385 273-355 389-443, DUF4208 PF13907 1400-1500, Helicase_C PF00271 822-902, Pfam-B_182 PB000182 1646-1708, Pfam-B_91833 PB091833 121-162, SNF2_N PF00176 484-765"	Chd1	88393	P40201	CHD1_MOUSE	none	none	Chromatin remodeling	none	12592387	none	DNA	none	none	none	12592387
122	CHD1L	none	1916	chromodomain helicase DNA binding protein 1-like	9557	Q86WJ1	CHD1L_HUMAN	"Helicase_C PF00271 381-459, Pfam-B_2492 PB002492 468-549, SNF2_N PF00176 49-328"	Chd1l	1915308	Q9CXF7	CHD1L_MOUSE	none	none	Chromatin remodeling	none	19661379	none	DNA	none	none	none	19661379
123	CHD2	none	1917	chromodomain helicase DNA binding protein 2	1106	O14647	CHD2_HUMAN	"Chromo PF00385 261-344 378-447, DUF4208 PF13907 1455-1555, Helicase_C PF00271 825-905, Pfam-B_19320 PB019320 1231-1309, Pfam-B_761 PB000761 1111-1229, SNF2_N PF00176 487-768"	Chd2	2448567	E9PZM4	CHD2_MOUSE	none	none	Chromatin remodeling	none	12592387	none	DNA	none	none	none	12592387
124	CHD3	none	1918	chromodomain helicase DNA binding protein 3	1107	Q12873	CHD3_HUMAN	"CHDCT2 PF08074 1735-1907, CHDNT PF08073 147-201, Chromo PF00385 539-574 631-683, DUF1086 PF06461 1363-1519, DUF1087 PF06465 1293-1357, Helicase_C PF00271 1094-1174, PHD PF00628 381-426 458-503, SNF2_N PF00176 739-1035"	Chd3	1344395	none	none	PHF	"Zinc fingers, PHD-type"	Chromatin remodeling	none	12592387	NuRD	DNA	none	none	none	12592387
125	CHD4	none	1919	chromodomain helicase DNA binding protein 4	1108	Q14839	CHD4_HUMAN	"CHDCT2 PF08074 1724-1896, CHDNT PF08073 163-217, Chromo PF00385 531-577 622-674, DUF1086 PF06461 1366-1523, DUF1087 PF06465 1289-1353, Helicase_C PF00271 1084-1164, PHD PF00628 372-417 451-496, SNF2_N PF00176 729-1025"	Chd4	1344380	Q6PDQ2	CHD4_MOUSE	PHF	"Zinc fingers, PHD-type"	Chromatin remodeling	none	12592387	NuRD	DNA	none	none	none	12592387
126	CHD5	none	16816	chromodomain helicase DNA binding protein 5	26038	Q8TDI0	CHD5_HUMAN	"CHDCT2 PF08074 1731-1903, CHDNT PF08073 146-200, Chromo PF00385 499-537 592-643, DUF1086 PF06461 1377-1531, DUF1087 PF06465 1295-1359, Helicase_C PF00271 1058-1138, PHD PF00628 345-390 418-463, Pfam-B_20089 PB020089 201-334, SNF2_N PF00176 703-999"	Chd5	3036258	A2A8L1	CHD5_MOUSE	PHF	"Zinc fingers, PHD-type"	Chromatin remodeling	none	12592387	none	histone	"H3K27me3, H3K4"	none	none	"12592387, 23948251"
127	CHD6	none	19057	chromodomain helicase DNA binding protein 6	84181	Q8TD26	CHD6_HUMAN	"BRK PF07533 2400-2441, Chromo PF00385 292-354 375-429, Helicase_C PF00271 817-897, Pfam-B_18962 PB018962 1-49, Pfam-B_23619 PB023619 1691-1909, Pfam-B_71010 PB071010 1911-1953, Pfam-B_761 PB000761 1271-1333 1361-1519, SNF2_N PF00176 464-751"	Chd6	1918639	A3KFM7	CHD6_MOUSE	none	none	Chromatin remodeling	none	12592387	none	chromatin	none	none	none	12592387
128	CHD7	none	20626	chromodomain helicase DNA binding protein 7	55636	Q9P2D1	CHD7_HUMAN	"BRK PF07533 2562-2612 2640-2685, Chromo PF00385 800-862 882-935, Helicase_C PF00271 1324-1404, Pfam-B_19729 PB019729 1-188, Pfam-B_19848 PB019848 2351-2469, Pfam-B_2227 PB002227 281-449, Pfam-B_2565 PB002565 1722-1920, Pfam-B_6146 PB006146 2041-2259, Pfam-B_761 PB000761 1622-1720 1966-2035, SNF2_N PF00176 971-1258"	Chd7	2444748	A2AJK6	CHD7_MOUSE	none	none	Chromatin remodeling	none	5201778	none	chromatin	none	none	none	5201778
129	CHD8	none	20153	chromodomain helicase DNA binding protein 8	57680	Q9HCK8	CHD8_HUMAN	"BRK PF07533 2308-2353, Chromo PF00385 642-704 724-778, Helicase_C PF00271 1167-1247, Pfam-B_10410 PB010410 1-109, Pfam-B_12479 PB012479 1721-1779, Pfam-B_13819 PB013819 2211-2279, Pfam-B_20709 PB020709 2031-2169, Pfam-B_2565 PB002565 1781-2029, Pfam-B_6146 PB006146 2171-2209, Pfam-B_6192 PB006192 1481-1669, Pfam-B_7386 PB007386 311-493, Pfam-B_8182 PB008182 1411-1479, Pfam-B_8545 PB008545 111-309, SNF2_N PF00176 814-1101"	Chd8	1915022	Q09XV5	CHD8_MOUSE	none	none	Chromatin remodeling	none	18378692	"CHD8, MLL2/3, MLL4/WBP7"	chromatin	H1	none	none	"19151705, 18378692"
130	CHD9	none	25701	chromodomain helicase DNA binding protein 9	80205	Q3L8U1	CHD9_HUMAN	"BRK PF07533 2480-2530 2554-2599, Chromo PF00385 690-752 773-827, Helicase_C PF00271 1216-1296, Pfam-B_10410 PB010410 1-89, Pfam-B_1107 PB001107 2701-2729, Pfam-B_15117 PB015117 371-579, Pfam-B_24836 PB024836 1774-1901, Pfam-B_6192 PB006192 1530-1675, Pfam-B_7386 PB007386 231-369, Pfam-B_8182 PB008182 1460-1528, Pfam-B_8545 PB008545 91-229, SNF2_N PF00176 863-1150"	Chd9	1924001	Q8BYH8	CHD9_MOUSE	none	none	Chromatin remodeling	none	16554032	none	DNA	none	none	none	16554032
131	CHEK1	New	1925	checkpoint kinase 1	1111	O14757	CHK1_HUMAN	Pkinase PF00069 9-265	Chek1	1202065	O35280	CHK1_MOUSE	none	none	Histone modification write	Histone phosphorylation	none	none	histone	H3.1	H3.1ph	none	none
132	CHRAC1	none	13544	chromatin accessibility complex 1	54108	Q9NRG0	CHRC1_HUMAN	CBFD_NFYB_HMF PF00808 17-80	Chrac1	2135796	Q9JKP8	CHRC1_MOUSE	none	none	Histone chaperone	none	10880450	CHRAC	DNA	none	none	none	10880450
